id,size,content,sample_repo_name,sample_path
cd19434a7a46d9ad896dafdb1cdc73c8fc6a76bd,1819,"# dockerhub - A repository for various dockerfiles
# For more information; http://github.com/cmfatih/dockerhub
#
# SlimerJS
#
# Test
#   sudo docker run fentas/slimerjs /usr/bin/slimerjs -v
#   sudo docker run fentas/slimerjs /usr/bin/casperjs | head -n 1
#   sudo docker run -v `pwd`:/mnt/test fentas/slimerjs /usr/bin/slimerjs /mnt/test/test.js

# VERSION 1.0.1

FROM ubuntu:wily

#MAINTAINER fentas <jan.guth.so>
MAINTAINER Joel Martin <github@martintribe.org>

# Env
ENV SLIMERJS_VERSION_F 0.9.6
ENV CASPERJS_VERSION_T master

# Commands
RUN \
  apt-get update && \
  apt-get upgrade -y && \
  apt-get install -y vim git wget xvfb libxrender-dev libasound2 libdbus-glib-1-2 libgtk2.0-0 bzip2

RUN \
  mkdir -p /srv/var && \
  wget -O /tmp/slimerjs-$SLIMERJS_VERSION_F-linux-x86_64.tar.bz2 http://download.slimerjs.org/releases/$SLIMERJS_VERSION_F/slimerjs-$SLIMERJS_VERSION_F-linux-x86_64.tar.bz2 && \
  tar -xjf /tmp/slimerjs-$SLIMERJS_VERSION_F-linux-x86_64.tar.bz2 -C /tmp && \
  rm -f /tmp/slimerjs-$SLIMERJS_VERSION_F-linux-x86_64.tar.bz2 && \
  mv /tmp/slimerjs-$SLIMERJS_VERSION_F/ /srv/var/slimerjs && \
  echo '#!/bin/bash\nxvfb-run /srv/var/slimerjs/slimerjs $*' > /srv/var/slimerjs/slimerjs.sh && \
  chmod 755 /srv/var/slimerjs/slimerjs.sh && \
  ln -s /srv/var/slimerjs/slimerjs.sh /usr/bin/slimerjs

RUN \
  git clone https://github.com/n1k0/casperjs.git /srv/var/casperjs && \
  cd /srv/var/casperjs && \
  git checkout $CASPERJS_VERSION_T && \
  echo '#!/bin/bash\n/srv/var/casperjs/bin/casperjs --engine=slimerjs $*' >> /srv/var/casperjs/casperjs.sh && \
  chmod 755 /srv/var/casperjs/casperjs.sh && \
  ln -s /srv/var/casperjs/casperjs.sh /usr/bin/casperjs

RUN \
  apt-get install -y nodejs npm

RUN \
  apt-get autoremove -y && \
  apt-get clean all

# Default command
CMD [""/usr/bin/slimerjs""]
",kanaka/raft.js,test/Dockerfile
d7e6f049c13b69f12aeb9987f4243e50d8753ee5,1914,"FROM openshift/origin
MAINTAINER Aaron Weitekamp <aweiteka@redhat.com>

ADD install.sh run.sh uninstall.sh /container/bin/
ADD registry-console-template.yaml \
    registry-login-template.html \
    registry-newproject-template-shared.json \
    registry-newproject-template-unshared.json \
    /container/etc/origin/

LABEL name=""projectatomic/atomic-registry-quickstart"" \
      vendor=""Project Atomic"" \
      url=""https://projectatomic.io/registry"" \
      summary=""Quickstart image for Atomic Registry"" \
      description=""This is a quickstart image to install Atomic Registry on a single host. It is an open source enterprise registry solution based on the Origin project featuring single sign-on (SSO) user experience, a robust web interface and advanced role-based access control (RBAC)."" \
      INSTALL='docker run -i --rm \
                --privileged --net=host \
                -v /var/run:/var/run:rw \
                -v /sys:/sys \
                -v /etc/localtime:/etc/localtime:ro \
                -v /var/lib/docker:/var/lib/docker:rw \
                -v /var/lib/origin/:/var/lib/origin/ \
                -v /etc/origin/:/etc/origin/ \
                -v /:/host \
                -e KUBECONFIG=/etc/origin/master/admin.kubeconfig \
                --entrypoint /container/bin/install.sh \
                $IMAGE' \
      RUN='docker run -i --rm --privileged \
                --net=host \
                -v /:/host \
                -v /var/lib/docker:/var/lib/docker:rw \
                -v /etc/origin:/etc/origin \
                -v /var/lib/registry:/var/lib/registry \
                -e KUBECONFIG=/etc/origin/master/admin.kubeconfig \
                --entrypoint /container/bin/run.sh \
                $IMAGE' \
      UNINSTALL='docker run -i --rm --privileged \
                -v /:/host \
                --entrypoint /container/bin/uninstall.sh \
                $IMAGE'
",openshift/origin,examples/atomic-registry/Dockerfile
492bf9d8f977e25c395f9eecbb216c375d93923f,4135,"FROM php:7-fpm

RUN apt-get update \
    && apt-get install -y \
        libfreetype6-dev \
        libjpeg62-turbo-dev \
        libmcrypt-dev \
        libpng12-dev \
        libxml2-dev \
        libsasl2-dev \
        libbz2-dev \
        build-essential \
        wget \
        git \
        gettext \
        mysql-client libmysqlclient-dev \
        postgresql-client libpq-dev \
        sqlite3 libsqlite3-dev

# composer
RUN curl -sS https://getcomposer.org/installer | php
RUN mv composer.phar /usr/bin/composer

# psysh console php
RUN wget psysh.org/psysh
RUN chmod +x psysh
RUN mv ./psysh /usr/bin/psysh

# phpunit
RUN wget https://phar.phpunit.de/phpunit.phar
RUN chmod +x phpunit.phar
RUN mv phpunit.phar /usr/local/bin/phpunit

# symfony cli
RUN curl -LsS http://symfony.com/installer -o /usr/local/bin/symfony
RUN chmod a+x /usr/local/bin/symfony

# entrypoint file
COPY phpfpm-foreground /usr/local/bin/
RUN chmod +x /usr/local/bin/phpfpm-foreground

# Memcache
RUN yes '' | pecl install -f memcache
RUN echo ""extension=memcache.so"" >> /usr/local/etc/php/conf.d/memcache.ini

# Memcached
RUN wget https://launchpad.net/libmemcached/1.0/1.0.18/+download/libmemcached-1.0.18.tar.gz
RUN tar xzf libmemcached-1.0.18.tar.gz
RUN ./libmemcached-1.0.18/configure --enable-sasl
RUN make install
RUN yes '' | pecl install -f memcached
RUN echo ""extension=memcached.so"" >> /usr/local/etc/php/conf.d/memcached.ini

# zendopcache
RUN yes '' | pecl install -f zendopcache-7.0.2

# APCu-4.0.10
RUN yes '' | pecl install -f apcu
RUN echo ""extension=apcu.so"" >> /usr/local/etc/php/conf.d/apcu.ini
RUN yes '' | pecl install -f APCu-4.0.10

# xdebug
RUN yes '' | pecl install -f xdebug
RUN echo "";zend_extension=/usr/local/lib/php/extensions/no-debug-non-zts-20121212/xdebug.so \n\
xdebug.remote_enable=1 \n\
xdebug.remote_handler=dbgp \n\
xdebug.remote_autostart=0 \n\
xdebug.remote_connect_back=0 \n\
xdebug.remote_log=\""/var/log/xdebug.log\"""" >> /usr/local/etc/php/conf.d/xdebug.ini

# resolve impact xdebug in composer https://getcomposer.org/doc/articles/troubleshooting.md#xdebug-impact-on-composer 
RUN echo ""# Load xdebug Zend extension with php command"" >> ~/.bashrc
RUN echo ""alias php='php -dzend_extension=xdebug.so'""  >> ~/.bashrc
RUN echo ""# PHPUnit needs xdebug for coverage. In this case, just make an alias with php command prefix.""  >> ~/.bashrc
RUN echo ""alias phpunit='php $(which phpunit)'""  >> ~/.bashrc

RUN echo "";;;;;;;;;;;;;;;;;;; ; Module Settings ; ;;;;;;;;;;;;;;;;;;; \n\
[Date] \n\
; Defines the default timezone used by the date functions \n\
; http://www.php.net/manual/en/datetime.configuration.php#ini.date.timezone \n\
date.timezone = America/Sao_Paulo \n"" >> /usr/local/etc/php/conf.d/datetimezone.ini

# install php extension 
RUN docker-php-ext-install iconv
RUN docker-php-ext-install mcrypt
RUN docker-php-ext-configure gd --with-freetype-dir=/usr/include/ --with-jpeg-dir=/usr/include/
RUN docker-php-ext-install gd
RUN docker-php-ext-install zip
RUN docker-php-ext-install pdo
RUN docker-php-ext-install pdo_mysql
RUN docker-php-ext-install soap
RUN docker-php-ext-install shmop
RUN docker-php-ext-install sockets
RUN docker-php-ext-install sysvmsg
RUN docker-php-ext-install sysvsem
RUN docker-php-ext-install sysvshm
RUN docker-php-ext-install pcntl
RUN docker-php-ext-install mbstring
RUN docker-php-ext-install gettext
RUN docker-php-ext-install exif
RUN docker-php-ext-install dba
RUN docker-php-ext-install bcmath
RUN docker-php-ext-install calendar
RUN docker-php-ext-install bz2
RUN docker-php-ext-configure wddx
RUN docker-php-ext-install wddx
RUN docker-php-ext-install mysqli
RUN docker-php-ext-install pgsql
RUN docker-php-ext-install pdo_pgsql
RUN docker-php-ext-install pdo_sqlite
RUN docker-php-ext-install opcache

# mongo
RUN yes '' | pecl install -f mongo
RUN echo ""extension=mongo.so"" >> /usr/local/etc/php/conf.d/mongo.ini

# mongodb
RUN yes '' | pecl install -f mongodb
RUN echo ""extension=mongodb.so"" >> /usr/local/etc/php/conf.d/mongodb.ini

RUN rm -rf /var/lib/apt/lists/*

WORKDIR /var/www/html

EXPOSE 9004
EXPOSE 9000

ENTRYPOINT [""/usr/local/bin/phpfpm-foreground""]",rtancman/docker-symfony,php-7/Dockerfile
a3d90dd70ad5fdd63c7307244b2f8c8636aad21e,1332,"#################################################################
# Dockerfile
#
# Version:          2
# Software:         SAINTq
# Software Version: 0.0.2
# Description:      assigning confidence scores to protein-protein interactions based on quantitative proteomics
# Website:          http://saint-apms.sourceforge.net/Main.html
# Tags:             Proteomics
# Provides:         SAINTq 0.0.2
# Base Image:       biodckr/biodocker:latest
# Build Cmd:        docker build --rm -t biodckr/saintq 0.0.2/.
# Pull Cmd:         docker pull biodckr/saintq
# Run Cmd:          docker run --rm biodckr/saintq saintq
#################################################################

# Set the base image to biodckr/biodocker
FROM biodckr/biodocker:latest

################## BEGIN INSTALLATION ######################

USER biodocker

RUN ZIP=saintq.zip && \
  wget https://github.com/BioDocker/software-archive/releases/download/SAINTq/$ZIP -O /tmp/$ZIP && \
  unzip /tmp/$ZIP -d /home/biodocker/bin/SAINT/ && \
  chmod -R 755 /home/biodocker/bin/SAINT/* && \
  rm /tmp/$ZIP

ENV PATH /home/biodocker/bin/SAINT:$PATH

WORKDIR /data/

##################### INSTALLATION END #####################

# File Author / Maintainer
MAINTAINER Felipe da Veiga Leprevost <felipe@leprevost.com.br>
# Modified by Felipe da Veiga Leprevost 01-26-2016
",BioDocker/containers,saintq/0.0.2/Dockerfile
b0e9145f20ff7431a4660f909b13958394e11015,287,"FROM projectatomic/atomicapp:0.3.0

MAINTAINER Your Name <email@example.com>

LABEL io.projectatomic.nulecule.specversion 0.0.2
LABEL io.projectatomic.nulecule.providers = ""provider1,provider2""

ADD /Nulecule /Dockerfile /application-entity/
ADD /artifacts /application-entity/artifacts
",projectatomic/nulecule,spec/examples/template/Dockerfile
af1c0fca2d4c4749bb5d75474aea4c230b55feb3,202,"FROM selenium/standalone-firefox

USER root
RUN apt-get update && apt-get install -y redis-tools

WORKDIR /reg

ADD register.sh /reg/

RUN chmod +x /reg/register.sh

USER seluser

CMD /reg/register.sh

",ikreymer/browsertrix,browser-firefox/Dockerfile
201552e563ccc43d9bb477692ed529716ad25b26,1299,"# Dockerfile for building Ansible image for Ubuntu 16.04 (Xenial), with as few additional software as possible.
#
# @see https://launchpad.net/~ansible/+archive/ubuntu/ansible
#
# Version  1.0
#


# pull base image
FROM ubuntu:16.04

MAINTAINER William Yeh <william.pjyeh@gmail.com>


RUN echo ""===> Adding Ansible's PPA...""  && \
    echo ""deb http://ppa.launchpad.net/ansible/ansible/ubuntu xenial main"" | tee /etc/apt/sources.list.d/ansible.list           && \
    echo ""deb-src http://ppa.launchpad.net/ansible/ansible/ubuntu xenial main"" | tee -a /etc/apt/sources.list.d/ansible.list    && \
    apt-key adv --keyserver hkp://keyserver.ubuntu.com:80 --recv-keys 7BB9C367    && \
    DEBIAN_FRONTEND=noninteractive  apt-get update  && \
    \
    \
    echo ""===> Installing Ansible...""  && \
    apt-get install -y ansible  && \
    \
    \
    echo ""===> Installing handy tools (not absolutely required)...""  && \
    apt-get install -y sshpass openssh-client  && \
    \
    \
    echo ""===> Removing Ansible PPA...""  && \
    rm -rf /var/lib/apt/lists/*  /etc/apt/sources.list.d/ansible.list  && \
    \
    \
    echo ""===> Adding hosts for convenience...""  && \
    echo 'localhost' > /etc/ansible/hosts


# default command: display Ansible version
CMD [ ""ansible-playbook"", ""--version"" ]
",William-Yeh/docker-ansible,ubuntu16.04/Dockerfile
d11ea5634e77d3d3dc29bcf29839881ecec2746f,102,"FROM unicon/shibboleth-idp:latest

MAINTAINER Unicon, Inc.

COPY shibboleth-idp/ /opt/shibboleth-idp/
",UniconLabs/dockerized-idp-testbed,idp/Dockerfile
3e976bb427d3ff88e17051eb68a57cfb929a1e68,407,"FROM bofm/oracle12c:installed
MAINTAINER bofm

RUN mkdir /data && chmod 777 /data
COPY db_template.dbt /tmp/
COPY colorecho /bin/
COPY entrypoint_oracle.sh /bin/
COPY create_database.sh ora_env /tmp/
RUN chmod +x /bin/entrypoint_oracle.sh /tmp/create_database.sh /tmp/ora_env /bin/colorecho
ENV PATH=$PATH:/usr/bin:/usr/local/bin
EXPOSE 1521
USER oracle
ENTRYPOINT [""entrypoint_oracle.sh""]
CMD [""database""]
",bofm/docker-oracle12c,step2/Dockerfile
602b942ffafe0126561dc345e6373f38b9a5c524,1302,"#+++++++++++++++++++++++++++++++++++++++
# Dockerfile for webdevops/php:ubuntu-16.04
#    -- automatically generated  --
#+++++++++++++++++++++++++++++++++++++++

FROM webdevops/base-app:ubuntu-16.04

MAINTAINER info@webdevops.io
LABEL vendor=WebDevOps.io
LABEL io.webdevops.layout=8
LABEL io.webdevops.version=0.53.2

ENV WEB_DOCUMENT_ROOT  /app
ENV WEB_DOCUMENT_INDEX index.php
ENV WEB_ALIAS_DOMAIN   *.vm

COPY conf/ /opt/docker/

# Install php environment
RUN /usr/local/bin/apt-install \
        # Install tools
        imagemagick \
        graphicsmagick \
        # Install php (cli/fpm)
        php7.0-cli \
        php7.0-fpm \
        php7.0-json \
        php7.0-intl \
        php7.0-curl \
        php7.0-mysql \
        php7.0-mcrypt \
        php7.0-gd \
        php7.0-sqlite3 \
        php7.0-ldap \
        php7.0-opcache \
        php7.0-soap \
        php7.0-zip \
        php7.0-mbstring \
        php7.0-bcmath \
        php7.0-xmlrpc \
        php7.0-xsl \
        php7.0-bz2 \
        php-apcu \
        php-redis \
        php-memcached \
    && curl -sS https://getcomposer.org/installer | php -- --install-dir=/usr/local/bin/ --filename=composer \
    && /opt/docker/bin/provision run --tag bootstrap --role webdevops-php \
    && /opt/docker/bin/bootstrap.sh


EXPOSE 9000
",webdevops/Dockerfile,docker/php/ubuntu-16.04/Dockerfile
c9a2362feae8473aa654b4792f6cdb6011873e7a,2724,"FROM debian:jessie

# add our user and group first to make sure their IDs get assigned consistently
RUN groupadd -r kibana && useradd -r -m -g kibana kibana

RUN apt-get update && apt-get install -y \
		ca-certificates \
		wget \
	--no-install-recommends && rm -rf /var/lib/apt/lists/*

# grab gosu for easy step-down from root
ENV GOSU_VERSION 1.7
RUN set -x \
	&& wget -O /usr/local/bin/gosu ""https://github.com/tianon/gosu/releases/download/$GOSU_VERSION/gosu-$(dpkg --print-architecture)"" \
	&& wget -O /usr/local/bin/gosu.asc ""https://github.com/tianon/gosu/releases/download/$GOSU_VERSION/gosu-$(dpkg --print-architecture).asc"" \
	&& export GNUPGHOME=""$(mktemp -d)"" \
	&& gpg --keyserver ha.pool.sks-keyservers.net --recv-keys B42F6819007F00F88E364FD4036A9C25BF357DD4 \
	&& gpg --batch --verify /usr/local/bin/gosu.asc /usr/local/bin/gosu \
	&& rm -r ""$GNUPGHOME"" /usr/local/bin/gosu.asc \
	&& chmod +x /usr/local/bin/gosu \
	&& gosu nobody true

# grab tini for signal processing and zombie killing
ENV TINI_VERSION v0.9.0
RUN set -x \
	&& wget -O /usr/local/bin/tini ""https://github.com/krallin/tini/releases/download/$TINI_VERSION/tini"" \
	&& wget -O /usr/local/bin/tini.asc ""https://github.com/krallin/tini/releases/download/$TINI_VERSION/tini.asc"" \
	&& export GNUPGHOME=""$(mktemp -d)"" \
	&& gpg --keyserver ha.pool.sks-keyservers.net --recv-keys 6380DC428747F6C393FEACA59A84159D7001A4E5 \
	&& gpg --batch --verify /usr/local/bin/tini.asc /usr/local/bin/tini \
	&& rm -r ""$GNUPGHOME"" /usr/local/bin/tini.asc \
	&& chmod +x /usr/local/bin/tini \
	&& tini -h

# https://www.elastic.co/guide/en/kibana/4.4/setup.html#kibana-apt
# https://packages.elasticsearch.org/GPG-KEY-elasticsearch
RUN apt-key adv --keyserver ha.pool.sks-keyservers.net --recv-keys 46095ACC8548582C1A2699A9D27D666CD88E42B4

ENV KIBANA_MAJOR 5.0
ENV KIBANA_VERSION 5.0.0-alpha3

#RUN echo ""deb http://packages.elastic.co/kibana/${KIBANA_MAJOR}/debian stable main"" > /etc/apt/sources.list.d/kibana.list
RUN echo 'deb http://packages.elastic.co/kibana/5.0.0-alpha/debian stable main' > /etc/apt/sources.list.d/kibana.list
# TODO figure out what's going on here and what it'll settle to for 5.0 GA

RUN set -x \
	&& apt-get update \
	&& apt-get install -y --no-install-recommends kibana=$KIBANA_VERSION \
	&& chown -R kibana:kibana /opt/kibana \
	&& rm -rf /var/lib/apt/lists/* \
	\
# ensure the default configuration is useful when using --link
	&& sed -ri ""s!^(\#\s*)?(elasticsearch\.url:).*!\2 'http://elasticsearch:9200'!"" /opt/kibana/config/kibana.yml \
	&& grep -q 'elasticsearch:9200' /opt/kibana/config/kibana.yml

ENV PATH /opt/kibana/bin:$PATH

COPY docker-entrypoint.sh /

EXPOSE 5601
ENTRYPOINT [""/docker-entrypoint.sh""]
CMD [""kibana""]
",docker-library/kibana,5.0/Dockerfile
